ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCLANPO24N000022245","장소","관광지","3383318","평창여행사",,,"60403","항공사/여행사","5176025023100390002","강원특별자치도","평창군","평창읍","하리","39-2","5176025023","5176025000","517603228012","백오로","119","128.396579824106","37.3677733969494","라사793302","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022246","장소","관광지","3383321","트래블데이",,,"60403","항공사/여행사","4163010600106520003","경기도","양주시","광사동",,"652-3","4163010600","4163052000","416303206116","부흥로","1932","127.077641981853","37.7944370856918","다사628772","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022247","장소","관광지","3383403","조이하우스",,,"60403","항공사/여행사","1117010800102190017","서울특별시","용산구","서계동",,"219-17","1117010800","1117055500","111703101016","만리재로","202","126.968462926928","37.5549426348074","다사530507","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022248","장소","관광지","3383443","동출투어",,,"60403","항공사/여행사","3023010700102210032","대전광역시","대덕구","송촌동",,"221-32","3023010700","3023054300","302304304205","동춘당로23번길","58","127.444620977723","36.3588441223654","다바950179","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022249","장소","관광지","3383462","더불어지애",,,"60403","항공사/여행사","4617031026106830014","전라남도","나주시","세지면","송제리","683-14","4617031026","4617031000","461704652528","죽동길","2","126.711983947005","34.9358395380897","다라280603","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022250","장소","관광지","3383468","고해피투어",,,"60403","항공사/여행사","1111012000101630000","서울특별시","종로구","신문로1가",,"163","1111012000","1111053000","111103005004","새문안로","92","126.974907927925","37.5696995788998","다사536523","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022251","장소","관광지","3383473","광화문투어",,,"60403","항공사/여행사","1111011300100970000","서울특별시","종로구","필운동",,"97","1111011300","1111053000","111102100002","필운대로","15","126.969236913205","37.5775828934041","다사531532","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022252","장소","관광지","3383482","투어209",,,"60403","항공사/여행사","4115010600108440000","경기도","의정부시","민락동",,"844","4115010600","4115057800","411503181033","오목로","209","127.098844719047","37.7451928622183","다사646718","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022253","장소","관광지","3383486","성하투어",,,"60403","항공사/여행사","1121510300106670000","서울특별시","광진구","구의동",,"667","1121510300","1121587000","112153000002","아차산로","431","127.090444356166","37.5384361823372","다사638488","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022254","장소","관광지","3383491","나비나",,,"60403","항공사/여행사","1156012900101060001","서울특별시","영등포구","양평동5가",,"106-1","1156012900","1156062000","115604154617","양평로22길","21","126.894657045544","37.5398071116611","다사465491","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022255","장소","관광지","3383539","창성국제문화교류",,,"60403","항공사/여행사","2817710500102060010","인천광역시","미추홀구","주안동",,"206-10","2817710500","2817762000","281773151008","석바위로","58-1","126.679570343682","37.4606471212193","다사274404","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022256","장소","관광지","3383610","굿월드투어",,,"60403","항공사/여행사","1144012000103950204","서울특별시","마포구","서교동",,"395-204","1144012000","1144066000","114404139419","양화로12길","16-12","126.918492757787","37.5514497235588","다사486503","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022257","장소","관광지","3383614","여행이야기",,,"60403","항공사/여행사","2818510500109260009","인천광역시","연수구","동춘동",,"926-9","2818510500","2818579500","281852008007","경원대로","184","126.681119651194","37.4042185853114","다사275342","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022258","장소","관광지","3383615","편한여행",,,"60403","항공사/여행사","4713012500117170000","경상북도","경주시","용강동",,"1717","4713012500","4713061500","471304730207","광중3길","56-16","129.231281939995","35.8853655602435","마마562668","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022259","장소","관광지","3383620","강남투어",,,"60403","항공사/여행사","4831010800111100009","경상남도","거제시","장평동",,"1110-9","4831010800","4831057000","483104811699","피솔길","104","128.584040843392","34.9032258823175","라라990570","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022260","장소","관광지","3383644","모두투어","뉴서남관광",,"60403","항공사/여행사","5219011600105080006","전북특별자치도","남원시","도통동",,"508-6","5219011600","5219059000","521903271044","충정로","154","127.390199728173","35.4179941137604","다마900135","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022261","장소","관광지","3383668","에이피투어",,,"60403","항공사/여행사","1168010800101200000","서울특별시","강남구","논현동",,"120","1168010800","1168052100","116802102001","강남대로","548","127.021887020412","37.5110346638515","다사577458","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022262","장소","관광지","3383717","네바",,,"60403","항공사/여행사","1111011800100950000","서울특별시","종로구","내수동",,"95","1111011800","1111053000","111104100135","사직로8길","20","126.970309429208","37.5742692286665","다사532528","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022263","장소","관광지","3383773","에니투어",,,"60403","항공사/여행사","1168010600109220014","서울특별시","강남구","대치동",,"922-14","1168010600","1168063000","116804166487","선릉로66길","8","127.052586106766","37.4984493837776","다사604444","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022264","장소","관광지","3383778","월심여행사",,,"60403","항공사/여행사","5011013700102920086","제주특별자치도","제주시","연동",,"292-86","5011013700","5011065000","501104848590","은남1길","14","126.49436387036","33.4890584374927","다다065001","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022265","장소","관광지","3383807","비바투어",,,"60403","항공사/여행사","2653010300103950012","부산광역시","사상구","덕포동",,"395-12","2653010300","2653061000","265304217230","사상로333번길","57","128.980966787825","35.1746688140741","마라348876","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022266","장소","관광지","3383852","토토아뜰리에",,,"60513","일반관광지","5011025323101520000","제주특별자치도","제주시","애월읍","상귀리","152","5011025323","5011025300","501104847120","고성북길","112-4","126.413452143314","33.470003673396","나나990981","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022267","장소","관광지","3383901","비즈위드",,,"60403","항공사/여행사","1111012100100010107","서울특별시","종로구","신문로2가",,"1-107","1111012100","1111053000","111104100010","경희궁길","27","126.970454806358","37.5721144933917","다사532526","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022268","장소","관광지","3383916","히트여행사",,,"60403","항공사/여행사","4719010400101700010","경상북도","구미시","봉곡동",,"170-10","4719010400","4719056500","471904724330","봉곡로24길","28","128.313962883016","36.1543651892305","라마732955","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022269","장소","관광지","3383943","미백합",,,"60403","항공사/여행사","5011012900107030001","제주특별자치도","제주시","도남동",,"703-1","5011012900","5011054000","501104847725","복지로3길","4","126.52260221135","33.4892944016331","다다092001","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022270","장소","관광지","3383992","한도연트래블",,,"60403","항공사/여행사","1153010200101060004","서울특별시","구로구","구로동",,"106-4","1153010200","1153056000","115303116004","공원로","3","126.892254688915","37.4976917850498","다사462444","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022271","장소","관광지","3383993","하나퍼스트",,,"60403","항공사/여행사","1168010600105070002","서울특별시","강남구","대치동",,"507-2","1168010600","1168060000","116803122005","삼성로","155","127.062951943283","37.4938814257388","다사613439","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022272","장소","관광지","3383996","이츠마이라이프",,,"60403","항공사/여행사","1111011800100720000","서울특별시","종로구","내수동",,"72","1111011800","1111053000","111104100135","사직로8길","34","126.972425391553","37.5735681734955","다사534528","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022273","장소","관광지","3383998","토니스코리아투어",,,"60403","항공사/여행사","1144012400102410075","서울특별시","마포구","연남동",,"241-75","1144012400","1144071000","114404139320","성미산로29안길","19-13","126.922817358561","37.5653871823151","다사490519","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022274","장소","관광지","3384018","전주월드투어",,,"60403","항공사/여행사","5211114700106160008","전북특별자치도","전주시 완산구","서노송동",,"616-8","5211114700","5211160500","521113266026","문화광장로","30","127.147002052787","35.8231276187442","다마681585","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022275","장소","관광지","3384026","그린피스E앤T",,,"60403","항공사/여행사","1168010700105830001","서울특별시","강남구","신사동",,"583-1","1168010700","1168051000","116804166513","압구정로28길","31","127.02775853307","37.5244630700627","다사582473","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022276","장소","관광지","3384058","샘골별밤체험여행사",,,"60403","항공사/여행사","5218010100106180000","전북특별자치도","정읍시","수성동",,"618","5218010100","5218051000","521803270044","충정로","229","126.856133471006","35.5689195955442","다마416305","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022277","장소","관광지","3384061","진항공여행사",,,"60403","항공사/여행사","4313012700107860000","충청북도","충주시","문화동",,"786","4313012700","4313057100","431303238091","중앙로","45","127.928499565916","36.9730240074686","라바381861","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022278","장소","관광지","3384090","유림고속관광",,,"60403","항공사/여행사","5218042025106090005","전북특별자치도","정읍시","칠보면","시산리","609-5","5218042025","5218042000","521803270046","칠보중앙로","93","126.991307528863","35.604071633771","다마539343","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022279","장소","관광지","3384093","베테랑이벤트",,,"60403","항공사/여행사","1156011000100360004","서울특별시","영등포구","여의도동",,"36-4","1156011000","1156054000","115604154067","국제금융로8길","34","126.927238223921","37.5202362854878","다사493469","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022280","장소","관광지","3384099","자연과함께",,,"60506","야영장","5175038022100610007","강원특별자치도","영월군","무릉도원면","법흥리","61-7","5175038022","5175038000","517503227009","무릉법흥로","968-31","128.280297425217","37.3447591327411","라사691275","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022281","장소","관광지","3384108","루비투어",,,"60403","항공사/여행사","2611010200100510000","부산광역시","중구","대창동1가",,"51","2611010200","2611051000","261103125007","해관로","89","129.035401586045","35.1069724760983","마라399801","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022282","장소","관광지","3384111","서울가스트로투어",,,"60403","항공사/여행사","4115010900104730003","경기도","의정부시","금오동",,"473-3","4115010900","4115058000","411503181047","청사로","37","127.06988124046","37.7515204908906","다사621725","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022283","장소","관광지","3384165","티앤이파트너스",,,"60403","항공사/여행사","1165010200100680000","서울특별시","서초구","양재동",,"68","1165010200","1165065100","116504163211","바우뫼로33길","7-4","127.037327057665","37.4780320208179","다사590421","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022284","장소","관광지","3384174","트립포미",,,"60403","항공사/여행사","4128510400107540000","경기도","고양시 일산동구","장항동",,"754","4128510400","4128559000","412854379188","중앙로1275번길","86-1","126.767660649996","37.6586116075582","다사354623","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022285","장소","관광지","3384188","아리랑관광",,,"60403","항공사/여행사","5011025329110710001","제주특별자치도","제주시","애월읍","고성리","1071-1","5011025329","5011025300","501104848004","세비데미길","16","126.414748592203","33.4442160580143","나나991952","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022286","장소","관광지","3384206","엘피스트립앤트래블",,,"60403","항공사/여행사","2620011700100870009","부산광역시","영도구","봉래동3가",,"87-9","2620011700","2620059000","262004184051","대교로2번길","12","129.045192572846","35.0934749929823","마라408786","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022287","장소","관광지","3384277","한밭관광여행사",,,"60403","항공사/여행사","3014011600100010009","대전광역시","중구","문화동",,"1-9","3014011600","3014072000","301403164033","중앙로","28","127.415383755261","36.322400521629","다바924138","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022288","장소","관광지","3384279","엠케이투어",,,"60403","항공사/여행사","5211310300107550007","전북특별자치도","전주시 덕진구","인후동1가",,"755-7","5211310300","5211354000","521133266009","견훤로","326","127.155407218803","35.8406176350809","다마688605","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022289","장소","관광지","3384451","브릭캠퍼스","서울",,"60507","테마공원/대형놀이공원","1120011400106850696","서울특별시","성동구","성수동1가",,"685-696","1120011400","1120065000","112004109318","서울숲2길","32-14","127.041890548249","37.545773195301","다사595497","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022290","장소","관광지","3384496","경주쌈밥거리",,,"60517","먹거리/패션거리","4713011000101940001","경상북도","경주시","황남동",,"194-1","4713011000","4713057000",,,,"129.215570159761","35.834636460138","마마549611","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022291","장소","관광지","3384504","연풍고택",,,"60608","고택/생가/민속마을","4783037045101170000","경상북도","고령군","쌍림면","합가리","117","4783037045","4783037000","478304760012","개실1길","44","128.228632794104","35.6680501942976","라마659415","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022292","장소","관광지","3384630","양참사댁",,,"60608","고택/생가/민속마을","4679036023105690000","전라남도","화순군","도곡면","월곡리","569","4679036023","4679036000","467904673077","달아실길","24","126.911759060994","34.9843543975832","다라463656","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022293","장소","관광지","3384745","남작골영농조합법인",,,"60518","팜스테이","4784033046109330001","경상북도","성주군","수륜면","보월리","933-1","4784033046","4784033000","478403321010","보월로","8-23","128.270566442284","35.8036361340384","라마696566","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022294","장소","관광지","3384746","송하마을",,,"60518","팜스테이","4776034038103650000","경상북도","영양군","수비면","송하리","365","4776034038","4776034000","477603317001","가천로","612","129.191789247504","36.7009182278582","마바511572","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022295","장소","관광지","3384747","천지갑산마을영농조합법인",,,"60518","팜스테이","4717039025102530002","경상북도","안동시","길안면","송사리","253-2","4717039025","4717039000","471704721684","송사시장길","29","128.927784888911","36.3623618668597","마바280192","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022296","장소","관광지","3384750","팔봉리할머니댁농촌체험",,,"60518","팜스테이","5172037023102340002","강원특별자치도","홍천군","서면","팔봉리","234-2","5172037023","5172037000","517204475481","오도치길","139-23","127.710699657195","37.6802867724998","라사185645","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022297","장소","관광지","3384751","조탄농촌건강장수마을과즐제조체험장",,,"60518","팜스테이","5119011700100690001","강원특별자치도","태백시","조탄동",,"69-1","5119011700","5119053500","511903220058","백두대간로","2007","128.970074524305","37.3259542613072","마사302262","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022298","장소","관광지","3384752","보리울권역",,,"60518","팜스테이","5172037029105740000","강원특별자치도","홍천군","서면","모곡리","574","5172037029","5172037000","517204475262","밤벌길","126","127.60104753968","37.7020400783731","라사089669","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022299","장소","관광지","3384753","구문소농촌체험휴양마을",,,"60518","팜스테이","5119010600102800008","강원특별자치도","태백시","동점동",,"280-8","5119010600","5119060500","511904466077","사군드리길","7","129.03849280612","37.0931847567388","마사367005","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022300","장소","관광지","3384754","원주농촌체험관광",,,"60518","팜스테이","5113039021105190014","강원특별자치도","원주시","신림면","신림리","519-14","5113039021","5113039000","511303219054","치악로","28","128.079474973428","37.2307179881437","라사514148","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022301","장소","관광지","3384755","두무리농촌체험휴양마을",,,"60518","팜스테이","5180031534102860000","강원특별자치도","양구군","국토정중앙면","두무리","286","5180031534","5180031500","518004496008","관대두무로1058번길","5","128.082437523441","38.0415166960251","라아511047","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022302","장소","관광지","3384756","압곡리백로마을녹색농촌체험",,,"60518","팜스테이","5173037022101310000","강원특별자치도","횡성군","서원면","압곡리","131","5173037022","5173037000","517304478205","백로마을1길","22","127.888797101003","37.4931775575286","라사343438","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022303","장소","관광지","3384757","횡성농촌체험관광",,,"60518","팜스테이","5173036033107750000","강원특별자치도","횡성군","공근면","학담리","775","5173036033","5173036000","517303013022","영서로","150","127.96129937451","37.5285889128976","라사407477","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022304","장소","관광지","3384758","냇강마을",,,"60518","팜스테이","5181032022111430000","강원특별자치도","인제군","북면","월학리","1143","5181032022","5181032000",,,,"128.205609143142","38.1485818576992","라아618167","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022305","장소","관광지","3384759","고무릉환선정보화마을",,,"60518","팜스테이","5123036023100930002","강원특별자치도","삼척시","신기면","고무릉리","93-2","5123036023","5123036000",,,,"129.053582195001","37.3445984660367","마사376284","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022306","장소","관광지","3384760","명개리열목어마을",,,"60518","팜스테이","5172039023101620012","강원특별자치도","홍천군","내면","명개리","162-12","5172039023","5172039000","517203225017","명개로","98","128.505803766853","37.8500702305528","라사884838","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022307","장소","관광지","3384761","삽당령고송마을영농조합법인",,,"60518","팜스테이","5115032024100320018","강원특별자치도","강릉시","왕산면","고단리","32-18","5115032024","5115032000","511503220027","왕산로","23-23","128.84893446618","37.5199875095544","마사192475","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022308","장소","관광지","3384762","청아생태농장",,,"60518","팜스테이","4872033023103890002","경상남도","의령군","대의면","중촌리","389-2","4872033023","4872033000",,,,"128.150942868609","35.3751780677256","라마591090","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022309","장소","관광지","3384763","신흥해바리마을",,,"60518","팜스테이","4884039028107900000","경상남도","남해군","창선면","지족리","790","4884039028","4884039000",,,,"127.975749998706","34.8436404259285","라라434499","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022310","장소","관광지","3384764","덕월아이펀마을",,,"60518","팜스테이","4884035027100880003","경상남도","남해군","남면","덕월리","88-3","4884035027","4884035000","488402343001","남서대로","1176-19","127.85894704917","34.7824300341383","라라328431","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022311","장소","관광지","3384765","예와담한방족욕",,,"60518","팜스테이","4886037028102770000","경상남도","산청군","단성면","남사리","277","4886037028","4886037000","488604835306","지리산대로2897번길","18","127.935948970823","35.2748402186731","라라396977","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022312","장소","관광지","3384766","레저빌봉산",,,"60518","팜스테이","4889031025103520010","경상남도","합천군","봉산면","김봉리","352-10","4889031025","4889031000",,,,"128.042912196449","35.6274974761663","라마491369","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022313","장소","관광지","3384767","대평농촌체험마을민박",,,"60518","팜스테이","4822011200105120002","경상남도","통영시","평림동",,"512-2","4822011200","4822053000","482203333043","평인일주로","820","128.395457917029","34.8578812698473","라라818518","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022314","장소","관광지","3384768","연담녹색농촌체험마을",,,"60518","팜스테이","4831032023105270001","경상남도","거제시","동부면","구천리","527-1","4831032023","4831032000","483103337063","동부로","279-1","128.629313037483","34.8110419617184","마라032468","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022315","장소","관광지","3384769","대곡해울림농촌체험휴양마을",,,"60518","팜스테이","4884039036107080007","경상남도","남해군","창선면","진동리","708-7","4884039036","4884039000","488403343045","흥선로","1330","128.053602356705","34.851798028474","라라506509","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022316","장소","관광지","3384770","옥종딸기정보화마을",,,"60518","팜스테이","4885041030107440006","경상남도","하동군","옥종면","북방리","744-6","4885041030","4885041000",,,,"127.931104450809","35.1605857374103","라라392851","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022317","장소","관광지","3384771","가는개세포농어촌체험휴양마을",,,"60518","팜스테이","4822025026111680001","경상남도","통영시","산양읍","남평리","1168-1","4822025026","4822025000","482204799261","세포큰길","80-5","128.389239441474","34.8169576874168","라라813472","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022318","장소","관광지","3384772","구재봉자두중서마을",,,"60518","팜스테이","4885033024113290006","경상남도","하동군","적량면","서리","1329-6","4885033024","4885033000","488504832416","중서길","74-7","127.754209130329","35.1254865182094","라라231811","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022319","장소","관광지","3384773","농촌교육농장띄움",,,"60518","팜스테이","4721035021102780001","경상북도","영주시","안정면","신전리","278-1","4721035021","4721035000","472104727456","용주로1364번길","12","128.550959579812","36.8428176890496","라바937721","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022320","장소","관광지","3384774","청송농촌관광연구회",,,"60518","팜스테이","4775025029103980001","경상북도","청송군","청송읍","부곡리","398-1","4775025029","4775025000","477504748133","부곡길","21-1","129.078355133323","36.4442980127891","마바414285","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022321","장소","관광지","3384775","와인터널송금녹색농촌체험마을",,,"60518","팜스테이","4782025035103080007","경상북도","청도군","화양읍","송금리","308-7","4782025035","4782025000","478204757285","송금길","55","128.722589250952","35.7113819958128","마마105468","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022322","장소","관광지","3384776","하늘기둥농장",,,"60518","팜스테이","4721033025106010000","경상북도","영주시","문수면","월호리","601","4721033025","4721033000",,,,"128.619973029151","36.7387532292153","라바999606","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022323","장소","관광지","3384777","팜스쿨",,,"60518","팜스테이","4711111600109050007","경상북도","포항시 남구","대잠동",,"905-7","4711111600","4711159000","471112303001","새천년대로","439","129.344757870591","36.0151952281918","마마662813","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022324","장소","관광지","3384778","영파머스랜드",,,"60518","팜스테이","4717034022100910000","경상북도","안동시","풍천면","도양리","91","4717034022","4717034000",,,,"128.502844158703","36.5534951071115","라바897399","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022325","장소","관광지","3384779","도산땅살림공동체",,,"60518","팜스테이","4717042026106860002","경상북도","안동시","도산면","가송리","686-2","4717042026","4717042000","471704722261","가송길","162-131","128.880336585915","36.7661452666704","마바231640","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022326","장소","관광지","3384780","곡성군하늘나리마을",,,"60518","팜스테이","4672035034101600008","전라남도","곡성군","죽곡면","하한리","160-8","4672035034","4672035000",,,,"127.401343054772","35.1880159620802","다라910880","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022327","장소","관광지","3384781","비슬안농촌체험관",,,"60518","팜스테이","4682038024113400002","전라남도","해남군","계곡면","당산리","1340-2","4682038024","4682038000",,,,"126.676082742094","34.6734298855528","다라245313","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022328","장소","관광지","3384782","봉조농촌체험학교",,,"60518","팜스테이","4672031025100150001","전라남도","곡성군","오곡면","봉조리","15-1","4672031025","4672031000","467204661127","봉조길","114","127.360269815871","35.2145732856251","다라872910","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022329","장소","관광지","3384783","봉정농촌체험휴양마을",,,"60518","팜스테이","4672035023105080001","전라남도","곡성군","죽곡면","봉정리","508-1","4672035023","4672035000","467204661124","봉정길","86","127.30828538477","35.1805160251927","다라825872","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022330","장소","관광지","3384784","돌실권역농촌마을",,,"60518","팜스테이","4672033021100680000","전라남도","곡성군","석곡면","석곡리","68","4672033021","4672033000","467203287015","석곡로","59","127.253524357937","35.1323829015032","다라775819","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022331","장소","관광지","3384785","비슬안체험학습장",,,"60518","팜스테이","4682038024113400002","전라남도","해남군","계곡면","당산리","1340-2","4682038024","4682038000",,,,"126.676082742094","34.6734298855528","다라245313","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022332","장소","관광지","3384786","땅끝서제골권역",,,"60518","팜스테이","4682039028100860002","전라남도","해남군","마산면","연구리","86-2","4682039028","4682039000","468204682392","연구길","164","126.550012001383","34.6359650328243","다라129272","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022333","장소","관광지","3384787","가라실농담",,,"60518","팜스테이","4671037030103660000","전라남도","담양군","금성면","봉황리","366","4671037030","4671037000","467104658165","봉황죽림길","48","127.04365133666","35.3121058099584","다마585019","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022334","장소","관광지","3384788","신유토토종약초영농조합법인",,,"60518","팜스테이","4683032028100190000","전라남도","영암군","금정면","연소리","19","4683032028","4683032000","468304685386","유토길","115","126.801486641534","34.8196276168874","다라361474","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022335","장소","관광지","3384789","무주군농촌체험관광",,,"60518","팜스테이","5273025022107490002","전북특별자치도","무주군","무주읍","당산리","749-2","5273025022","5273025000","527303275053","한풍루로","416","127.671474413614","36.0043479616407","라마154786","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000022336","장소","관광지","3384790","나린뜰농촌체험농장",,,"60518","팜스테이","5280040021103130002","전북특별자치도","부안군","하서면","청호리","313-2","5280040021","5280040000","528003280065","영성로","388-22","126.653003509941","35.7391974332611","다마234495","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
