ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCLANPO24N000000001","장소","관광지","100052","북산서원",,,"60603","유명사적/유적지","2772025030103720002","대구광역시","군위군","군위읍","대북리","372-2","2772025030","2772025000",,,,"128.565989590668","36.2694670194392","라바957085","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000002","장소","관광지","1000592","버블버블펜션캠핑",,,"60520","캠핑장","4182025029100610014","경기도","가평군","가평읍","마장리","61-14","4182025029","4182025000","418204448075","물안산길","121","127.528616736843","37.8591752983233","라사025843","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000003","장소","관광지","1001393","경반계곡",,,"60504","폭포/계곡","4182025027201890000","경기도","가평군","가평읍","경반리","산189","4182025027","4182025000",,,,"127.467292707911","37.8348704957586","다사971816","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000004","장소","관광지","1001395","고골계곡",,,"60504","폭포/계곡","4145012000105070000","경기도","하남시","상사창동",,"507","4145012000","4145059000",,,,"127.189984546053","37.4918825689314","다사725436","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000005","장소","관광지","1001397","고운동계곡",,,"60504","폭포/계곡","4886036025106730000","경상남도","산청군","시천면","반천리","673","4886036025","4886036000","488603345014","반천로","104","127.782741653165","35.2347080317112","라라257932","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000006","장소","관광지","1001399","곡달계곡",,,"60504","폭포/계곡","4183035027106870000","경기도","양평군","서종면","노문리","687","4183035027","4183035000",,,,"127.432989072839","37.6467498302825","다사940608","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000007","장소","관광지","1001406","구마계곡",,,"60504","폭포/계곡","4792035022107110000","경상북도","봉화군","소천면","고선리","711","4792035022","4792035000",,,,"128.964921678369","36.9876886417565","마바303886","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000008","장소","관광지","1001408","구천동계곡",,,"60504","폭포/계곡","5273032030201090000","전북특별자치도","무주군","설천면","삼공리","산109","5273032030","5273032000",,,,"127.766397099509","35.8494373834061","라마240614","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000009","장소","관광지","1001409","금당리계곡",,,"60504","폭포/계곡","5271038028105940000","전북특별자치도","완주군","운주면","금당리","594","5271038028","5271038000",,,,"127.305635912536","36.0644445338263","다마824852","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000010","장소","관광지","1001410","금빛계곡",,,"60504","폭포/계곡","4782035036200290024","경상북도","청도군","운문면","신원리","산29-24","4782035036","4782035000","478203309050","운문로","778","129.025843198987","35.6521648550775","마마381406","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000011","장소","관광지","1001415","내리계곡",,,"60504","폭포/계곡","5175032529106460000","강원특별자치도","영월군","김삿갓면","내리","646","5175032529","5175032500","517503227005","내리계곡로","1047","128.682858877605","37.1028917331266","마사051011","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000012","장소","관광지","1001417","대이계곡",,,"60504","폭포/계곡","5123036024201170000","강원특별자치도","삼척시","신기면","대이리","산117","5123036024","5123036000",,,,"129.008841064279","37.3215889094303","마사336258","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000013","장소","관광지","1001419","덕구계곡",,,"60504","폭포/계곡","4793031025201830000","경상북도","울진군","북면","덕구리","산183","4793031025","4793031000",,,,"129.281158074111","37.0779278204755","마바583991","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000014","장소","관광지","1001420","덕동계곡",,,"60504","폭포/계곡","4315036023200900001","충청북도","제천시","백운면","덕동리","산90-1","4315036023","4315036000","431503239012","덕동로","545-1","127.965014580347","37.2106558198548","라사412125","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000015","장소","관광지","1001421","도림사계곡",,,"60504","폭포/계곡","4672025026200140001","전라남도","곡성군","곡성읍","월봉리","산14-1","4672025026","4672025000",,,,"127.260644045915","35.266261969008","다라782967","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000016","장소","관광지","1001422","동학사계곡",,,"60504","폭포/계곡","4415034033200180000","충청남도","공주시","반포면","학봉리","산18","4415034033","4415034000","441503251009","동학사1로","472-95","127.215199727374","36.3522111069966","다바744172","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000017","장소","관광지","1001424","동활계곡",,,"60504","폭포/계곡","5123035025102960000","강원특별자치도","삼척시","가곡면","동활리","296","5123035025","5123035000","512303224001","가곡천로","641","129.149227159572","37.1449846399582","마사464064","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000018","장소","관광지","1001425","명달계곡",,,"60504","폭포/계곡","4183035026104590000","경기도","양평군","서종면","명달리","459","4183035026","4183035000",,,,"127.447881327951","37.6232643089542","다사954582","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000019","장소","관광지","1001426","묘적사계곡",,,"60504","폭포/계곡","4136025024201150000","경기도","남양주시","와부읍","월문리","산115","4136025024","4136025000",,,,"127.264148929575","37.6206514581252","다사791579","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000020","장소","관광지","1001427","미산계곡",,,"60504","폭포/계곡","5181035023103510001","강원특별자치도","인제군","상남면","미산리","351-1","5181035023","5181035000",,,,"128.311003456263","37.8749379677357","라사713864","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000021","장소","관광지","1001428","방동계곡",,,"60504","폭포/계곡","5181033021112840000","강원특별자치도","인제군","기린면","현리","1284","5181033021","5181033000",,,,"128.338396314821","37.9447547111266","라사736942","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000022","장소","관광지","1001429","백사실계곡",,,"60504","폭포/계곡","1111018400101170000","서울특별시","종로구","부암동",,"117","1111018400","1111055000",,,,"126.966283483779","37.6005457098429","다사528558","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000023","장소","관광지","1001430","사나사계곡",,,"60504","폭포/계곡","4183034022200260001","경기도","양평군","옥천면","용천리","산26-1","4183034022","4183034000",,,,"127.506712326673","37.5370223209369","라사005486","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000024","장소","관광지","1001431","산수계곡",,,"60504","폭포/계곡","4163034026101080001","경기도","양주시","장흥면","삼상리","108-1","4163034026","4163034000",,,,"126.940759207115","37.7023723736017","다사507671","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000025","장소","관광지","1001432","석남사계곡",,,"60504","폭포/계곡","3171038026201170003","울산광역시","울주군","상북면","덕현리","산117-3","3171038026","3171038000",,,,"129.033649464051","35.6209843047022","마마388371","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000026","장소","관광지","1001433","석산계곡",,,"60504","폭포/계곡","4183036028102290000","경기도","양평군","단월면","석산리","229","4183036028","4183036000",,,,"127.602726940411","37.6391221978549","라사090599","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000027","장소","관광지","1001434","소광리계곡",,,"60504","폭포/계곡","4793039025200740003","경상북도","울진군","금강송면","소광리","산74-3","4793039025","4793039000",,,,"129.207528361391","36.9845920370341","마바519887","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000028","장소","관광지","1001436","송면계곡",,,"60504","폭포/계곡","4376036047101160011","충청북도","괴산군","청천면","송면리","116-11","4376036047","4376036000",,,,"127.861448262356","36.6742213156468","라바322529","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000029","장소","관광지","1001437","수룡계곡",,,"60504","폭포/계곡","4313036028200310000","충청북도","충주시","노은면","수룡리","산31","4313036028","4313036000",,,,"127.796950415625","37.0610901943256","라바264958","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000030","장소","관광지","1001438","숙암계곡",,,"60504","폭포/계곡","5177034026104460006","강원특별자치도","정선군","북평면","숙암리","446-6","5177034026","5177034000",,,,"128.603783487609","37.4800401412947","라사975428","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000031","장소","관광지","1001439","신대계곡",,,"60504","폭포/계곡","5173035029100800003","강원특별자치도","횡성군","청일면","신대리","80-3","5173035029","5173035000",,,,"128.219347373418","37.5914898872234","라사635549","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000032","장소","관광지","1001440","심원계곡",,,"60504","폭포/계곡","5219046027106610000","전북특별자치도","남원시","산내면","부운리","661","5219046027","5219046000",,,,"127.58080813848","35.3754183419304","라마073088","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000033","장소","관광지","1001441","쌍학계곡",,,"60504","폭포/계곡","4159032026108360000","경기도","화성시","비봉면","쌍학리","836","4159032026","4159032000",,,,"126.899106851909","37.2221070398529","다사466138","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000034","장소","관광지","1001443","와룡소계곡",,,"60504","폭포/계곡","5280039027202520001","전북특별자치도","부안군","상서면","청림리","산252-1","5280039027","5280039000",,,,"126.603475103888","35.6400478225729","다마188385","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000035","장소","관광지","1001444","왕방계곡",,,"60504","폭포/계곡","4125011100103640005","경기도","동두천시","탑동동",,"364-5","4125011100","4125056500",,,,"127.112335845723","37.8963508642704","다사659885","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000036","장소","관광지","1001446","용담계곡",,,"60504","폭포/계곡","5179034024109130000","강원특별자치도","화천군","사내면","용담리","913","5179034024","5179034000","517904493039","물안골길","12-18","127.537483878101","38.0533235621526","라아032059","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000037","장소","관광지","1001447","용문사계곡",,,"60504","폭포/계곡","4884031027200750002","경상남도","남해군","이동면","용소리","산75-2","4884031027","4884031000",,,,"127.920895462227","34.7894518781381","라라385439","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000038","장소","관광지","1001449","용흥사계곡",,,"60504","폭포/계곡","4671039024106780005","전라남도","담양군","월산면","용흥리","678-5","4671039024","4671039000",,,,"126.889894513837","35.3464652164852","다마445058","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000039","장소","관광지","1001450","운달계곡",,,"60504","폭포/계곡","4728034027104510000","경상북도","문경시","산북면","김용리","451","4728034027","4728034000",,,,"128.222129625459","36.7378732161466","라바644602","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000040","장소","관광지","1001451","운장산계곡",,,"60504","폭포/계곡","5271040021108430006","전북특별자치도","완주군","동상면","신월리","843-6","5271040021","5271040000",,,,"127.330774404186","35.9294011183727","다마847703","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000041","장소","관광지","1001452","원적계곡",,,"60504","폭포/계곡","5218011900202660000","전북특별자치도","정읍시","내장동",,"산266","5218011900","5218053500",,,,"126.893446713404","35.4939499993635","다마449221","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000042","장소","관광지","1001453","의신계곡",,,"60504","폭포/계곡","4885031029112960000","경상남도","하동군","화개면","대성리","1296","4885031029","4885031000",,,,"127.647255159111","35.287760870326","라라133991","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000043","장소","관광지","1001456","장전이끼계곡",,,"60504","폭포/계곡","5176036037200010000","강원특별자치도","평창군","진부면","장전리","산1","5176036037","5176036000","517604484318","장전길","590","128.559727610063","37.5009510000465","라사936451","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000044","장소","관광지","1001457","장척계곡",,,"60504","폭포/계곡","4825036026200300001","경상남도","김해시","상동면","묵방리","산30-1","4825036026","4825036000",,,,"128.925036528594","35.2884438255041","마마295001","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000045","장소","관광지","1001459","중대리계곡",,,"60504","폭포/계곡","4673032025106930001","전라남도","구례군","간전면","운천리","693-1","4673032025","4673032000",,,,"127.618438710214","35.1748512062538","라라107866","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000046","장소","관광지","1001460","중봉계곡",,,"60504","폭포/계곡","5123032021104430000","강원특별자치도","삼척시","하장면","중봉리","443","5123032021","5123032000",,,,"128.932345776349","37.3925397691414","마사267335","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000047","장소","관광지","1001463","지암계곡",,,"60504","폭포/계곡","5111036026106190020","강원특별자치도","춘천시","사북면","지암리","619-20","5111036026","5111036000",,,,"127.602836288179","37.9770951348332","라사090974","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000048","장소","관광지","1001468","진동계곡",,,"60504","폭포/계곡","5181033025110250000","강원특별자치도","인제군","기린면","진동리","1025","5181033025","5181033000",,,,"128.407918147143","37.9632228301125","라사797963","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000049","장소","관광지","1001469","찰비계곡",,,"60504","폭포/계곡","4872041521120040069","경상남도","의령군","궁류면","평촌리","2004-69","4872041521","4872041500",,,,"128.230650956109","35.4369573304148","라마663159","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000050","장소","관광지","1001475","추대계곡",,,"60504","폭포/계곡","5181033024112450000","강원특별자치도","인제군","기린면","방동리","1245","5181033024","5181033000",,,,"128.394860124285","37.9557213136604","라사786954","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000051","장소","관광지","1001477","포천계곡",,,"60504","폭포/계곡","4784034031107050000","경상북도","성주군","가천면","화죽리","705","4784034031","4784034000",,,,"128.170103805311","35.8693092182398","라마604638","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000052","장소","관광지","1001478","푸른계곡",,,"60504","폭포/계곡","5183031033105340000","강원특별자치도","양양군","서면","오색리","534","5183031033","5183031000",,,,"128.499011950905","38.0747241920424","라아876087","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000053","장소","관광지","1001480","하노계곡",,,"60504","폭포/계곡","5179033026111220000","강원특별자치도","화천군","상서면","노동리","1122","5179033026","5179033000",,,,"127.666820223189","38.1516617651206","라아146168","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000054","장소","관광지","1001483","희방계곡",,,"60504","폭포/계곡","4721025033200010011","경상북도","영주시","풍기읍","수철리","산1-11","4721025033","4721025000",,,,"128.457327572751","36.9145150423575","라바852800","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000055","장소","관광지","1001489","강산폭포",,,"60504","폭포/계곡","4677037023201890001","전라남도","고흥군","점암면","강산리","산189-1","4677037023","4677037000",,,,"127.446770443861","34.6344099754303","다라951266","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000056","장소","관광지","1001494","기기암폭포",,,"60504","폭포/계곡","4723031030200250001","경상북도","영천시","청통면","치일리","산25-1","4723031030","4723031000","472303354069","은해사로","417-197","128.765282728691","35.9874669108771","마마140774","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000057","장소","관광지","1001495","기림폭포",,,"60504","폭포/계곡","4713031530200010001","경상북도","경주시","문무대왕면","호암리","산1-1","4713031530","4713031500",,,,"129.396311378583","35.8424864688108","마마712623","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000058","장소","관광지","1001500","동규폭포",,,"60504","폭포/계곡","4679039523100970000","전라남도","화순군","백아면","서유리","97","4679039523","4679039500",,,,"127.108162320056","35.1743556918319","다라643866","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000059","장소","관광지","1001501","명금폭포",,,"60504","폭포/계곡","4719010800200940000","경상북도","구미시","남통동",,"산94","4719010800","4719056500","471903308007","금오산로","434-1","128.296939874062","36.1030032736488","라마717898","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000060","장소","관광지","1001502","벼락폭포",,,"60504","폭포/계곡","5280036027200010045","전북특별자치도","부안군","변산면","중계리","산1-45","5280036027","5280036000",,,,"126.570920898614","35.6775372572619","다마159427","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000061","장소","관광지","1001504","분옥폭포",,,"60504","폭포/계곡","4889033034200160001","경상남도","합천군","가야면","치인리","산16-1","4889033034","4889033000","488904844600","치인4길","12","128.105227163781","35.7860593557452","라마546545","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000062","장소","관광지","1001506","세심폭포",,,"60504","폭포/계곡","2917012000200030001","광주광역시","북구","금곡동",,"산3-1","2917012000","2917068500","291703009021","무등로","1567","126.990752147348","35.1449341151644","다라536834","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000063","장소","관광지","1001507","수월폭포",,,"60504","폭포/계곡","4886038029201150000","경상남도","산청군","신안면","안봉리","산115","4886038029","4886038000",,,,"127.961080194446","35.3518598300897","라마418063","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000064","장소","관광지","1001514","여궁폭포",,,"60504","폭포/계곡","4728025030200340000","경상북도","문경시","문경읍","상초리","산34","4728025030","4728025000","472803000165","새재로","1012-71","128.07858405371","36.7729779590741","라바516640","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000065","장소","관광지","1001516","옥류폭포",,,"60504","폭포/계곡","4125010900200010001","경기도","동두천시","상봉암동",,"산1-1","4125010900","4125058000","412504367186","평화로2910번길","406-65","127.087523747071","37.944307980233","다사637939","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000066","장소","관광지","1001518","용수폭포",,,"60504","폭포/계곡","4688040025200110000","전라남도","장성군","북하면","약수리","산11","4688040025","4688040000",,,,"126.885583597497","35.4367062607728","다마442158","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000067","장소","관광지","1001519","용추폭포",,,"60504","폭포/계곡","4793039022200340000","경상북도","울진군","금강송면","하원리","산34","4793039022","4793039000",,,,"129.274094515563","36.9420493792529","마바579840","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000068","장소","관광지","1001522","위봉폭포",,,"60504","폭포/계곡","5271034025100010000","전북특별자치도","완주군","소양면","대흥리","1","5271034025","5271034000",,,,"127.261496717389","35.9097083912242","다마784681","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000069","장소","관광지","1001524","은광폭포",,,"60504","폭포/계곡","4784034037200420001","경상북도","성주군","가천면","금봉리","산42-1","4784034037","4784034000",,,,"128.127724727282","35.8995699862222","라마566671","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000070","장소","관광지","1001525","은혜폭포",,,"60504","폭포/계곡","4793033023201090000","경상북도","울진군","근남면","행곡리","산109","4793033023","4793033000",,,,"129.328834361245","36.9699133696525","마바627872","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000071","장소","관광지","1001527","장산폭포",,,"60504","폭포/계곡","2635010500201480001","부산광역시","해운대구","우동",,"산148-1","2635010500","2635052000","263503133034","장산로","331-91","129.160599548475","35.1904425965735","마라511896","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000072","장소","관광지","1001530","절구폭포",,,"60504","폭포/계곡","4775031524200060001","경상북도","청송군","주왕산면","상의리","산6-1","4775031524","4775031500",,,,"129.168662860749","36.4045810227827","마바496243","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000073","장소","관광지","1001531","죽령폭포",,,"60504","폭포/계곡","4380031024200190007","충청북도","단양군","대강면","용부원리","산19-7","4380031024","4380031000",,,,"128.411758771827","36.9077443571821","라바812792","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000074","장소","관광지","1001642","싱글벙글캠핑장",,,"60520","캠핑장","4146125629108550001","경기도","용인시 처인구","이동읍","서리","855-1","4146125629","4146125600","414613203154","상덕로","95-62","127.158639417619","37.212120808442","다사697126","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000075","장소","관광지","1001652","팔봉참살이마을캠핑장",,,"60520","캠핑장","5172037023108140002","강원특별자치도","홍천군","서면","팔봉리","814-2","5172037023","5172037000","517204475481","오도치길","32","127.700579237198","37.6820938440575","라사176647","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000076","장소","관광지","1001658","팔영산오토캠핑장",,,"60520","캠핑장","4677037026201320004","전라남도","고흥군","점암면","성기리","산132-4","4677037026","4677037000","467704667668","팔봉길","19-55","127.417670132167","34.6361630414098","다라924268","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000077","장소","관광지","1001671","보현민박오토캠핑장",,,"60520","캠핑장","4723034030100070000","경상북도","영천시","화북면","횡계리","7","4723034030","4723034000","472303310010","별빛로","302","128.96518573489","36.1215729976303","마마318926","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000078","장소","관광지","1001674","토정마을오토캠핑장",,,"60520","캠핑장","4418035026108490001","충청남도","보령시","청라면","장산리","849-1","4418035026","4418035000",,,,"126.606084719817","36.4020328684441","다바198230","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000079","장소","관광지","1001677","만해한용운심우장",,,"60603","유명사적/유적지","1129010100102220001","서울특별시","성북구","성북동",,"222-1","1129010100","1129052500","112904121347","성북로29길","24","126.991689437304","37.5936292871439","다사551550","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000080","장소","관광지","1001683","화천그린펜션오토캠핑장",,,"60520","캠핑장","5179032021109090000","강원특별자치도","화천군","하남면","원천리","909","5179032021","5179032000","517903231001","계파로","6-15","127.658823788535","38.0665909326924","라아139074","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000081","장소","관광지","1001685","포시즌스오토캠핑장",,,"60520","캠핑장","4165034031105340001","경기도","포천시","신북면","금동리","534-1","4165034031","4165034000","416503012029","탑신로","1259-68","127.115813867192","37.9507583200335","다사662946","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000082","장소","관광지","1001690","함양용추오토캠핑장",,,"60520","캠핑장","4887036033107640000","경상남도","함양군","안의면","상원리","764","4887036033","4887036000",,,,"127.772398290614","35.675087601523","라마246421","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000083","장소","관광지","1001696","수산하늘풍경",,,"60520","캠핑장","5181031032104870000","강원특별자치도","인제군","남면","수산리","487","5181031032","5181031000","518104499061","무학길","46","128.018151396473","37.972488998626","라사455970","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000084","장소","관광지","1001701","녹색오토캠핑장",,,"60520","캠핑장","4728025331102230000","경상북도","문경시","가은읍","완장리","223","4728025331","4728025300","472803000183","대야로","1560","127.986894521768","36.6702112976767","라바435525","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000085","장소","관광지","1001707","만리포오토캠핑장",,,"60520","캠핑장","4482534026109770026","충청남도","태안군","소원면","의항리","977-26","4482534026","4482534000","448254592258","천리포1길","143-22","126.147867303951","36.7963260564256","나바793673","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000086","장소","관광지","1001711","열린나무공방캠핑장",,,"60520","캠핑장","4146510400104450001","경기도","용인시 수지구","고기동",,"445-1","4146510400","4146556000","414654415124","이종무로140번길","6","127.042504814929","37.3600093873804","다사594290","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000087","장소","관광지","1001719","갈천오토캠핑장",,,"60520","캠핑장","5183031021101180022","강원특별자치도","양양군","서면","갈천리","118-22","5183031021","5183031000",,,,"128.49983274917","37.9122952106746","라사878907","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000088","장소","관광지","1001722","더파크오토캠핑장",,,"60520","캠핑장","4782035042102440000","경상북도","청도군","운문면","마일리","244","4782035042","4782035000","478203310039","운북로","775-74","128.991679900462","35.8321726234094","마마347605","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000089","장소","관광지","1001723","황정캠핑장",,,"60520","캠핑장","4380031037102760001","충청북도","단양군","대강면","황정리","276-1","4380031037","4380031000",,,,"128.353904138478","36.877578191608","라바760758","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000090","장소","관광지","1001727","그린스톤캠핑장",,,"60520","캠핑장","4728025331103510000","경상북도","문경시","가은읍","완장리","351","4728025331","4728025300","472804736517","완장길","103-63","127.977625999995","36.6829696575554","라바426539","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000091","장소","관광지","100180","중암암삼층석탑",,,"60606","비/탑/문/각","4723031030104790000","경상북도","영천시","청통면","치일리","479","4723031030","4723031000","472303354069","은해사로","300","128.790261614277","35.9922407200337","마마163780","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000092","장소","관광지","1001932","신기매표소",,,"60401","관광안내소/매표소","4613025022111110019","전라남도","여수시","돌산읍","신복리","1111-19","4613025022","4613025000",,,,"127.741632687551","34.6016457277511","라라221230","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000093","장소","관광지","1001938","와흘본향당",,,"60603","유명사적/유적지","5011025922112740001","제주특별자치도","제주시","조천읍","와흘리","1274-1","5011025922","5011025900",,,,"126.638998649431","33.5023147937844","다다200014","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000094","장소","관광지","100229","제이에스투어",,,"60403","항공사/여행사","3020011700103520010","대전광역시","유성구","장대동",,"352-10","3020011700","3020054000","302002167001","유성대로","776","127.336473770523","36.3612809964959","다바853182","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000095","장소","관광지","1002651","서산관아문",,,"60603","유명사적/유적지","4421010100104780000","충청남도","서산시","읍내동",,"478","4421010100","4421051000",,,,"126.450161092218","36.7841935587277","다바063656","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
"KCLANPO24N000000096","장소","관광지","100298","여원치마애불상",,,"60603","유명사적/유적지","5219042027100050003","전북특별자치도","남원시","이백면","양가리","5-3","5219042027","5219042000",,,,"127.498602131208","35.447176203634","다마998168","20250707","KT","KC_495_LLR_ATRCTN_2024","20241015"
